id,Type,Region,lonlat,refs,tags.barrier,tags.building,tags.building:levels,tags.name,tags.operator,tags.power,tags.source,tags.substation,tags.voltage,other_tags
2719529135,node,RO,"[[26.10609950000005, 44.716411099999895]]",,,,,,,substation,Se afla in curtea Guyomarch,,,
2847994506,node,RO,"[[25.826186499999995, 45.161640800000036]]",,,,,,,substation,survey,,,
2952494633,node,RO,"[[26.762726700000005, 45.387233700000465]]",,,,,,,substation,,,,
3707212238,node,RO,"[[25.91370069999996, 44.85580790000002]]",,,,,,,substation,,,,
3713218393,node,RO,"[[25.622340600000012, 45.63882190000019]]",,,,,,,substation,,,,
5291738808,node,RO,"[[23.030503900000074, 46.236853599999975]]",,,yes,,Termocentrală Buninginea,,substation,,converter,,
8623022395,node,RO,"[[26.17760020000012, 44.410815200000044]]",,,,,,,substation,,,,
8623022400,node,RO,"[[26.177346100000122, 44.411599400000036]]",,,,,,,substation,,,,
8623022408,node,RO,"[[26.175841400000127, 44.41183620000003]]",,,,,,,substation,,,,
8623022521,node,RO,"[[26.169273600000125, 44.41235250000004]]",,,,,,,substation,,,,
8623022537,node,RO,"[[26.172193300000124, 44.411525700000034]]",,,,,,,substation,,,,
8623309888,node,RO,"[[26.18121300000013, 44.415699300000036]]",,,,,,,substation,,,,
8623309894,node,RO,"[[26.18246650000013, 44.41427590000004]]",,,,,,,substation,,,,
8628012426,node,RO,"[[26.17894740000004, 44.41188280000017]]",,,,,,,substation,,,,
8629199117,node,RO,"[[27.578050600000026, 47.147639200000555]]",,,,,,,substation,,,,
9365768050,node,RO,"[[27.099468100000056, 48.03986940000007]]",,,,,,,substation,,minor_distribution,10000,
9365768099,node,RO,"[[27.05035020000006, 48.09806250000007]]",,,,,,,substation,,minor_distribution,10000,
9365768129,node,RO,"[[27.054833500000058, 48.09253410000005]]",,,,,,,substation,,minor_distribution,10000,
9365784428,node,RO,"[[27.14932100000006, 48.011170400000054]]",,,,,,,substation,,minor_distribution,10000,
9365784515,node,RO,"[[27.100427000000053, 48.021869000000045]]",,,,,,,substation,,minor_distribution,10000,
9373134375,node,RO,"[[27.19945630000008, 47.921016500000086]]",,,,,,,substation,,minor_distribution,10000,
9405117428,node,RO,"[[28.196812100000024, 45.472609899999796]]",,,,,,,substation,,minor_distribution,10000,"{""tags.location"": ""platform""}"
10561805284,node,RO,"[[27.095995200000022, 45.90743280000013]]",,,,,,Transelectrica,substation,,,,"{""tags.operator:short"": ""TEL"", ""tags.operator:wikidata"": ""Q750324""}"
10994277174,node,RO,"[[28.2613528, 46.45931369999996]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""indoor""}"
10994277891,node,RO,"[[28.263011700000003, 46.43093039999997]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""indoor""}"
10994277994,node,RO,"[[28.243111099999997, 46.40484429999998]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
10997032524,node,RO,"[[28.144163699999922, 46.19656449999993]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
11210364592,node,RO,"[[26.05952969999994, 44.4920691]]",,,,,,,substation,,minor_distribution,,
11595483267,node,RO,"[[21.52302390000015, 44.76217600000008]]",,,,,,,substation,,,,
11595517382,node,RO,"[[21.571348700000147, 44.7589304000001]]",,,,,,,substation,,,,
12055454807,node,RO,"[[27.242760500000006, 47.85171080000005]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12055454819,node,RO,"[[27.247196500000005, 47.84259540000004]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12056659161,node,RO,"[[27.259737699999967, 47.786791300000125]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12056669987,node,RO,"[[27.25535919999997, 47.78934150000011]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12056670217,node,RO,"[[27.253116199999965, 47.80949840000012]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12056776426,node,RO,"[[27.244988899999964, 47.847982300000126]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12056776444,node,RO,"[[27.245337699999965, 47.84492670000012]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12056776463,node,RO,"[[27.23272339999997, 47.842782100000136]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12121673108,node,RO,"[[28.00051050000004, 47.03454560000002]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12121673144,node,RO,"[[28.01749280000004, 47.035494100000015]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12165072032,node,RO,"[[27.328094700000026, 47.63619360000007]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12199163908,node,RO,"[[28.189031200000016, 45.48034979999976]]",,,,,,,substation,,distribution,10000,"{""tags.frequency"": ""50"", ""tags.location"": ""platform""}"
12241856034,node,RO,"[[25.788706900000022, 45.85216709999991]]",,,,,,Electrica,substation,,distribution,110000/20000/11000,
12806026561,node,RO,"[[24.347144600000085, 44.11149250000003]]",,,,,,,substation,,,,
12946267377,node,RO,"[[28.31977669999989, 44.768683900000205]]",,,,,,,substation,,,,
12946267378,node,RO,"[[28.31956209999989, 44.76865910000021]]",,,,,,,substation,,,,
13021030836,node,RO,"[[23.29144950000004, 45.261715599999974]]",,,,,,,substation,,,,
13238851405,node,RO,"[[21.886627200000067, 45.30365319999989]]",,,,,C.N. Transelectrica S.A.,Transelectrica,substation,,,,"{""tags.operator:short"": ""TEL"", ""tags.operator:wikidata"": ""Q750324""}"
13442552619,node,RO,"[[26.77175460000008, 46.25996290000028]]",,,,,Delgaz Grid Onești,,substation,,distribution,,"{""tags.addr:postcode"": ""601111"", ""tags.addr:street"": ""Strada Cireșoaiei"", ""tags.addr:city"": ""Onești"", ""tags.addr:housenumber"": ""23""}"
13442552625,node,RO,"[[26.77163790000008, 46.260292600000284]]",,,,,E.ON Energie România SA,E.ON,substation,,yes,,"{""tags.addr:postcode"": ""601111"", ""tags.addr:street"": ""Strada Cireșoaiei"", ""tags.addr:city"": ""Onești"", ""tags.addr:housenumber"": ""5"", ""tags.operator:wikidata"": ""Q270223"", ""tags.opening_hours"": ""Mo-Fr 08:00-16:00"", ""tags.website"": ""https://www.eon.ro/""}"
23575521,area,RO,"[[26.16020970000011, 44.4010289], [26.160530899999973, 44.40175700000002], [26.160756299999882, 44.402224899999844], [26.1606393, 44.40225359999991], [26.157412599999972, 44.40304610000001], [26.15726519999988, 44.40304979999984], [26.15620409999988, 44.40301309999984], [26.1561689, 44.40302179999991], [26.150849399999878, 44.40433639999984], [26.150705100000064, 44.40403849999989], [26.150556800000007, 44.40407510000012], [26.15048490000001, 44.40392640000012], [26.15029280000001, 44.403973700000115], [26.150129099999972, 44.404014100000005], [26.15000559999997, 44.403758200000006], [26.149981899999972, 44.40370910000001], [26.150460199999955, 44.40358820000025], [26.155173700000006, 44.40243050000012], [26.15510609999996, 44.402290300000054], [26.16020970000011, 44.4010289]]","[1835544345, 9932433409, 255306020, 10108934563, 9932433384, 255306021, 255306022, 10108934552, 255306023, 256713377, 7889678515, 7889678519, 7889678520, 9932433377, 9932433378, 9932433379, 9316231286, 7889678516, 8489738368, 1835544345]",,,,Stația București Sud,Transelectrica,substation,,transmission,400000;220000;110000,"{""tags.operator:short"": ""TEL"", ""tags.name:en"": ""Station Bucharest South"", ""tags.operator:wikidata"": ""Q750324"", ""tags.name:ro"": ""Stația București Sud""}"
23707827,area,RO,"[[26.18597700000006, 44.404698599999875], [26.187555200000062, 44.40443629999987], [26.187219000000063, 44.40340369999987], [26.186722400000033, 44.403486199999776], [26.186480700000033, 44.40352639999978], [26.185640700000064, 44.40366599999987], [26.18597700000006, 44.404698599999875]]","[256709460, 256709461, 256709462, 7057906276, 7057906275, 256709463, 256709460]",,,,Stația electrică Dudești,Enel Distribuție Muntenia,substation,,yes,110000,"{""tags.area"": ""yes""}"
24710999,area,RO,"[[26.171233799999943, 44.45814649999998], [26.169903399999942, 44.45694569999998], [26.168603899999944, 44.457674499999975], [26.166930299999944, 44.456271899999976], [26.168211999999944, 44.455542099999974], [26.168870599999945, 44.45610669999997], [26.169757499999946, 44.45559179999997], [26.170715499999947, 44.45646679999997], [26.171375999999945, 44.45651229999997], [26.172445799999945, 44.45746929999997], [26.171233799999943, 44.45814649999998]]","[268584903, 268584904, 268584905, 268584906, 268584907, 268584908, 268584909, 268584910, 268584911, 268584912, 268584903]",,,,Fundeni,TEL,substation,,transmission,220000,
26210550,area,RO,"[[26.017559599999945, 44.42077120000007], [26.017585799999946, 44.42059230000007], [26.018427899999946, 44.420655500000066], [26.018401699999945, 44.42083430000007], [26.017559599999945, 44.42077120000007]]","[287009752, 287009753, 287009754, 287009755, 287009752]",,,,,,substation,,,,
28241042,area,RO,"[[26.191943799999997, 44.3694121000001], [26.192089499999998, 44.3696547000001], [26.190767899999997, 44.370056400000095], [26.1904246, 44.3694428000001], [26.1917378, 44.3690440000001], [26.191943799999997, 44.3694121000001]]","[310177574, 310177573, 310177572, 310177645, 310177646, 310177574]",,,,,,substation,,,,
28241594,area,RO,"[[26.089975500000005, 44.35544270000019], [26.088077100000003, 44.3556964], [26.087905000000006, 44.355038500000184], [26.087137599999966, 44.35513840000008], [26.086913200000005, 44.35428060000018], [26.088626100000006, 44.35405140000018], [26.088789000000006, 44.35467410000018], [26.089061200000007, 44.35463770000018], [26.089079400000006, 44.35470700000018], [26.0896335, 44.354633], [26.089759400000005, 44.35461620000019], [26.089975500000005, 44.35544270000019]]","[310181947, 8768910147, 310181949, 1015379618, 310181950, 310181951, 310181952, 310181953, 310181954, 8768910144, 310181948, 310181947]",,,,,,substation,,transmission,,
28249822,area,RO,"[[26.22672500000002, 44.39027700000023], [26.22666220000002, 44.39119510000023], [26.22552920000002, 44.39115370000023], [26.225615000000023, 44.390238300000235], [26.22672500000002, 44.39027700000023]]","[310255712, 310255713, 310255714, 310255715, 310255712]",,,,Stația Mostiștea,Transelectrica,substation,,transmission,220000,"{""tags.operator:short"": ""TEL"", ""tags.operator:wikidata"": ""Q750324""}"
28251692,area,RO,"[[25.96565190000004, 44.40703120000023], [25.96650050000004, 44.404649000000234], [25.969519400000042, 44.40519780000023], [25.96911290000004, 44.40633910000023], [25.96839400000002, 44.40620839999993], [25.968357500000042, 44.40631070000023], [25.96790440000004, 44.40622830000024], [25.96781580000004, 44.40647720000024], [25.96719390000004, 44.40636410000024], [25.96687690000004, 44.40725380000024], [25.96565190000004, 44.40703120000023]]","[310272688, 310272689, 310272692, 310272693, 2437684780, 310272694, 310272695, 310272697, 310272698, 310272699, 310272688]",,,,Domnești,TEL,substation,,transmission,400000;110000,
28263902,area,RO,"[[26.21830260000006, 44.50441260000024], [26.21901150000006, 44.50397030000023], [26.21836000000006, 44.50344840000023], [26.21763610000006, 44.50389470000023], [26.21830260000006, 44.50441260000024]]","[310399804, 310399805, 310399807, 310399809, 310399804]",,,,,,substation,,,,
28263999,area,RO,"[[26.23991720000006, 44.45127920000023], [26.239942099999894, 44.45110829999981], [26.24003630000006, 44.45031850000023], [26.24050780000006, 44.45018070000023], [26.24097880000006, 44.45034830000023], [26.24091669999997, 44.450744800000166], [26.24089429999989, 44.450901399999815], [26.24085709999997, 44.451120400000164], [26.240793499999988, 44.45113509999988], [26.24075130000006, 44.45135050000023], [26.23991720000006, 44.45127920000023]]","[310400377, 8026182000, 310400378, 310400379, 310400380, 3053262387, 8026182004, 3053262386, 12087849124, 310400381, 310400377]",,,,Stația de transformare Pantelimon 33/110 kV,,substation,,yes,110000;33000,"{""tags.area"": ""yes""}"
28264412,area,RO,"[[26.215118000000047, 44.421194500000254], [26.215650100000047, 44.42107190000026], [26.215332600000046, 44.42033020000026], [26.214800400000048, 44.420452800000255], [26.215118000000047, 44.421194500000254]]","[310403370, 310403371, 310403372, 310403373, 310403370]",,,,,,substation,,,,
28897568,area,RO,"[[26.171018500000034, 44.43611359999992], [26.170912300000033, 44.43587729999992], [26.170757200000033, 44.435912799999926], [26.170863300000033, 44.43614909999992], [26.171018500000034, 44.43611359999992]]","[317643592, 317643594, 317643596, 317643598, 317643592]",,service,,,Termoenergetica,substation,,heat-exchanger,,"{""tags.height"": ""6""}"
29975403,area,RO,"[[25.97060300000007, 44.896904899999974], [25.97099780000007, 44.897075199999975], [25.97063730000007, 44.897549399999974], [25.97230240000007, 44.898218199999974], [25.97262860000007, 44.897725699999974], [25.972903200000072, 44.897816899999974], [25.97392460000007, 44.896467199999975], [25.97384740000007, 44.896436799999975], [25.97441380000007, 44.895646299999974], [25.973383900000073, 44.895226799999975], [25.973821600000072, 44.894612699999975], [25.972714400000072, 44.894174899999975], [25.97060300000007, 44.896904899999974]]","[329994599, 329994600, 329994601, 329994602, 329994603, 329994604, 329994605, 329994606, 329994607, 329994608, 329994609, 329994610, 329994599]",,,,Staţia CT Brazi-Vest,,substation,,transmission,400000;220000;110000,
29977190,area,RO,"[[25.827533500000094, 45.03231899999988], [25.828211600000092, 45.03231299999988], [25.82823730000009, 45.031688199999884], [25.82755070000009, 45.031676099999885], [25.827533500000094, 45.03231899999988]]","[330010017, 330010018, 330010019, 330010020, 330010017]",,,,,,substation,,,,
30558650,area,RO,"[[25.89708549999996, 44.33165290000001], [25.89832149999996, 44.33254920000001], [25.897900899999957, 44.33288080000001], [25.896604899999957, 44.33200900000001], [25.89708549999996, 44.33165290000001]]","[337650761, 337650765, 337650766, 337650770, 337650761]",,,,,,substation,,,110000,
30618427,area,RO,"[[25.868442799999958, 44.48140999999993], [25.86868309999996, 44.482040799999936], [25.86840849999996, 44.48207139999994], [25.86840849999996, 44.48219389999994], [25.867696099999957, 44.48226729999994], [25.867498699999956, 44.48155089999994], [25.868442799999958, 44.48140999999993]]","[338597577, 338597579, 338597580, 338597582, 338597583, 338597585, 338597577]",,,,,,substation,,,,
30619462,area,RO,"[[25.96615719999993, 44.518063700000006], [25.96494039999993, 44.51715060000001], [25.96592629999993, 44.516478500000005], [25.96691100000002, 44.51722470000001], [25.966876100000018, 44.5172462], [25.96684520000002, 44.517267700000005], [25.96707309999993, 44.517458100000006], [25.96624450000002, 44.518008300000005], [25.96615719999993, 44.518063700000006]]","[338625408, 338625409, 338625410, 8670224241, 8670224243, 8670224240, 338625411, 8670224242, 338625408]",wall,,,,,substation,,,,
30621463,area,RO,"[[26.121719799999912, 44.94016330000008], [26.12453609999991, 44.94152080000008], [26.124895499999912, 44.941114500000076], [26.124717999999913, 44.94103220000007], [26.124958299999914, 44.94070180000007], [26.123641299999914, 44.940059400000074], [26.123691799999914, 44.93996630000007], [26.122446699999916, 44.93938300000007], [26.121719799999912, 44.94016330000008]]","[338660532, 338660533, 338660534, 338660535, 338660536, 338660537, 338660538, 338660539, 338660532]",,,,Teleajen,TEL,substation,,transmission,220000,
30621843,area,RO,"[[25.886975599999925, 44.81310490000002], [25.887350999999924, 44.81382660000002], [25.886840899999925, 44.81396010000002], [25.886688799999924, 44.81366770000002], [25.886547799999924, 44.813704600000015], [25.886438799999926, 44.81349500000002], [25.886533499999924, 44.81347030000002], [25.886468099999924, 44.81334460000002], [25.886698099999922, 44.81328430000002], [25.886649199999923, 44.813190300000024], [25.886975599999925, 44.81310490000002]]","[338663103, 338663104, 338663105, 338663106, 338663107, 338663108, 338663109, 338663110, 338663111, 338663112, 338663103]",,,,,,substation,,distribution,110000,
30622639,area,RO,"[[25.794103599999925, 45.02581320000002], [25.795076199999926, 45.02606890000002], [25.794508199999925, 45.02710490000002], [25.794240299999924, 45.02702630000002], [25.793639299999924, 45.02667010000002], [25.794103599999925, 45.02581320000002]]","[338676045, 338676046, 338676047, 338676048, 338676049, 338676045]",,,,Florești 110 kV,,substation,,,,
37036252,area,RO,"[[25.990320699999938, 44.95402820000003], [25.991110400000025, 44.9548907000001], [25.991405700000026, 44.9550835000001], [25.991942900000026, 44.9548785000001], [25.993178900000025, 44.9543380000001], [25.992569500000027, 44.9536941000001], [25.992346300000026, 44.9537852000001], [25.991951500000027, 44.9533054000001], [25.990320699999938, 44.95402820000003]]","[337587745, 430718171, 430718172, 430718175, 430718176, 430718177, 430718178, 430718179, 337587745]",,,,Stația de Transformare Ploiești Nord,,substation,,distribution,110000,
37036781,area,RO,"[[26.07190340000003, 44.677436800000095], [26.07402340000003, 44.677253700000094], [26.07435810000003, 44.6784682000001], [26.07219520000003, 44.6787795000001], [26.07190340000003, 44.677436800000095]]","[430727968, 430727969, 430727971, 430727972, 430727968]",,,,PPC STATIA TANCABESTI,,substation,,distribution,,"{""tags.landuse"": ""industrial""}"
39524931,area,RO,"[[28.591548900000113, 44.20079950000004], [28.591575499999973, 44.200875199999736], [28.591199699999972, 44.20159579999974], [28.590601700000114, 44.20271590000004], [28.586909600000116, 44.201702700000034], [28.58716469999989, 44.20118170000011], [28.587476000000116, 44.20054590000004], [28.589699100000114, 44.201148900000035], [28.590402900000115, 44.199758300000035], [28.591743800000113, 44.20011510000003], [28.591428100000112, 44.20075950000003], [28.591548900000113, 44.20079950000004]]","[473506833, 9713947461, 9713947462, 473506834, 473506835, 1812271158, 473506836, 473506837, 473506838, 473506839, 473506840, 473506833]",,,,Stația de transformare 400/110kV Constanța Nord,Transelectrica SA,substation,,transmission,400000;110000,
39525786,area,RO,"[[28.58231000000011, 44.30189850000003], [28.58176580000011, 44.30209850000003], [28.58244450000011, 44.303044300000025], [28.583010400000113, 44.302836300000024], [28.582901500000112, 44.30268460000002], [28.58323770000011, 44.30256100000002], [28.58288710000011, 44.30207240000002], [28.582529100000112, 44.30220390000002], [28.58231000000011, 44.30189850000003]]","[473536597, 473536601, 473536605, 473536608, 473536616, 473536619, 473536621, 473536623, 473536597]",,,,Stația de transformare 110/20 kV Lumina,Rețele Electrice România S.A.,substation,,distribution,110000,
40667771,area,RO,"[[26.135909700000102, 44.42435859999988], [26.1360421000001, 44.424419199999875], [26.1362262000001, 44.424214299999875], [26.1360938000001, 44.42415369999988], [26.135909700000102, 44.42435859999988]]","[493931627, 493931628, 493931629, 493931630, 493931627]",,,,,,substation,,yes,,"{""tags.CLC:explanation"": ""See http://wiki.openstreetmap.org/wiki/Romania_CLC_Import."", ""tags.pre-CLC:landuse"": ""industrial"", ""tags.CLC:details"": ""This item has been retagged to make it invisible in renderings, but still available for edits.""}"
44005657,area,RO,"[[27.60614579999999, 47.15616070000023], [27.606045399999992, 47.15606290000021], [27.60595909999999, 47.156074200000226], [27.60592139999999, 47.15612180000023], [27.60602179999999, 47.15621960000023], [27.60610529999999, 47.156209000000224], [27.60614579999999, 47.15616070000023]]","[559548220, 559548061, 559548224, 559548221, 559548222, 559548223, 559548220]",,,,,,substation,,,,
48374400,area,RO,"[[27.23068310000002, 47.8393700999999], [27.22970860000002, 47.8387682999999], [27.22875180000002, 47.839400999999896], [27.229764700000022, 47.840011499999896], [27.23068310000002, 47.8393700999999]]","[614442750, 614442748, 614442741, 614442757, 614442750]",,,,,,substation,,,110000,
57888909,area,RO,"[[27.34680789999998, 44.23936230000001], [27.34455879999998, 44.2395368], [27.34480209999998, 44.24114560000001], [27.34705109999998, 44.2409711], [27.34680789999998, 44.23936230000001]]","[718407059, 718407049, 718407058, 718407051, 718407059]",,,,Pelicanu,Transelectrica,substation,Bing,transmission,400000,"{""tags.operator:short"": ""TEL"", ""tags.operator:wikidata"": ""Q750324""}"
59017475,area,RO,"[[26.017488399999937, 44.41910159999991], [26.017619999999937, 44.41910949999991], [26.017630499999935, 44.419019699999915], [26.017498899999936, 44.419011799999915], [26.017488399999937, 44.41910159999991]]","[731484791, 731484793, 731484781, 731484794, 731484791]",,yes,,Stație de Transformare,,substation,,,,
66645616,area,RO,"[[27.605951300000076, 47.15603770000006], [27.605942300000077, 47.156000100000064], [27.60605160000008, 47.15598800000006], [27.606060700000075, 47.15602560000006], [27.606041100000045, 47.1560276999999], [27.605951300000076, 47.15603770000006]]","[806285236, 806285219, 806285190, 806285207, 12088408838, 806285236]",,,,,,substation,,,,
71212865,area,RO,"[[22.918390699999954, 45.735620900000015], [22.91409579999997, 45.73557080000003], [22.91411289999999, 45.73485840000005], [22.916313299999953, 45.73488410000001], [22.91631659999996, 45.73474460000001], [22.918410999999985, 45.734768800000055], [22.918390699999954, 45.735620900000015]]","[847703390, 847702712, 847702527, 847703417, 847703148, 847702388, 847703390]",,,,Hășdat,Transelectrica,substation,,transmission,220000,"{""tags.operator:short"": ""TEL"", ""tags.operator:wikidata"": ""Q750324""}"
74348980,area,RO,"[[26.83809499999999, 44.33392480000009], [26.837433200000003, 44.332932299999996], [26.83957950000001, 44.33220010000007], [26.84024129999999, 44.33319260000008], [26.83809499999999, 44.33392480000009]]","[878848703, 878849966, 878848527, 878849448, 878848703]",,,,,,substation,,,,
81178019,area,RO,"[[27.611625599999982, 47.16107710000003], [27.611715299999986, 47.161044800000056], [27.611682599999984, 47.161002800000055], [27.611592899999984, 47.161035100000035], [27.611625599999982, 47.16107710000003]]","[945930792, 945930821, 945930862, 945930802, 945930792]",,,,P.T.,,substation,,,,
85323082,area,RO,"[[26.13059070000009, 44.43068059999988], [26.13095340000009, 44.43072569999988], [26.130980600000093, 44.43061429999988], [26.130618000000094, 44.43056909999988], [26.13059070000009, 44.43068059999988]]","[989164717, 989164719, 989164721, 989164725, 989164717]",,,,,,substation,Bing,,,
86499798,area,RO,"[[26.03506020000002, 44.92108859999991], [26.035065400000022, 44.921023099999914], [26.035118000000022, 44.92102519999992], [26.03511280000002, 44.921090699999915], [26.03506020000002, 44.92108859999991]]","[1005391627, 1005391629, 1005391630, 1005391631, 1005391627]",,,,,,substation,,,,
88107236,area,RO,"[[24.584853000000006, 46.53601830000006], [24.584973200000015, 46.53596520000012], [24.5849244, 46.53591290000008], [24.584804100000003, 46.53596600000009], [24.584811100000007, 46.53597350000008], [24.584853000000006, 46.53601830000006]]","[1023788541, 1023785750, 1023787626, 1023788026, 1023788245, 1023788541]",,yes,,Post de transformare PA21 / PT232,DEER,substation,,minor_distribution,20000;400,"{""tags.height"": ""2.5""}"
88107244,area,RO,"[[24.586394300000002, 46.53530770000007], [24.586441900000004, 46.53528680000009], [24.58639840000002, 46.53523980000013], [24.586350799999998, 46.53526070000009], [24.586394300000002, 46.53530770000007]]","[1023788413, 1023788039, 1023785500, 1023787021, 1023788413]",,yes,,Post de transformare PT233,DEER,substation,,minor_distribution,20000;400,
88254116,area,RO,"[[24.586053500000094, 46.53693600000005], [24.586097100000096, 46.53698310000003], [24.586162200000093, 46.536954600000044], [24.58611850000009, 46.53690750000005], [24.586053500000094, 46.53693600000005]]","[1025283590, 1025283344, 1025283441, 1025283187, 1025283590]",,yes,,Post de transformare PT256,DEER,substation,,minor_distribution,20000;400,
88265542,area,RO,"[[24.587361100000113, 46.53824289999998], [24.587439700000107, 46.53820069999997], [24.58739170000011, 46.5381493], [24.587306900000108, 46.53818999999999], [24.587361100000113, 46.53824289999998]]","[1025331620, 1025331687, 1025331238, 1025331489, 1025331620]",,yes,,Post de transformare PA30 / PT275,DEER,substation,,minor_distribution,20000,"{""tags.addr:street"": ""Strada Rodniciei"", ""tags.addr:city"": ""Târgu Mureș"", ""tags.height"": ""2.5""}"
88265545,area,RO,"[[24.588886400000103, 46.53748749999998], [24.58894970000011, 46.53745530000001], [24.58889990000011, 46.53740899999999], [24.588836600000114, 46.537441199999996], [24.588886400000103, 46.53748749999998]]","[1025331541, 1025331223, 1025331482, 1025331357, 1025331541]",,yes,,Post de transformare PT274,DEER,substation,,minor_distribution,20000;400,"{""tags.height"": ""2.5""}"
88679358,area,RO,"[[26.040409600000018, 44.45367480000001], [26.04046720000002, 44.45341950000001], [26.04062810000002, 44.45343800000001], [26.04057050000002, 44.45369330000001], [26.040409600000018, 44.45367480000001]]","[1029563866, 1029563873, 1029563877, 1029563865, 1029563866]",,yes,1,Punct termic,Termoenergetica,substation,,heat-exchanger,,
89582852,area,RO,"[[24.589346000000084, 46.538487799999984], [24.58943030000009, 46.538567499999985], [24.589502400000093, 46.538531399999954], [24.589418200000097, 46.53845170000002], [24.589346000000084, 46.538487799999984]]","[1038381055, 1038380883, 1038381218, 1038380481, 1038381055]",,yes,,Post de transformare PA31 / PT277,DEER,substation,,minor_distribution,20000;400,"{""tags.height"": ""3""}"
89664479,area,RO,"[[24.55884419999996, 46.533459999999934], [24.558839399999957, 46.53349569999993], [24.558837899999958, 46.533504999999934], [24.558900399999988, 46.53350919999999], [24.558906699999987, 46.5334642], [24.55884419999996, 46.533459999999934]]","[1039139230, 1039139233, 1039139235, 1039142404, 1039142428, 1039139230]",,yes,,Post de transformare PTZ199,DEER,substation,,minor_distribution,20000,
